id,brand,model,version,year,km,sell_price,purchase_price
17704,KYMCO,AGILITY,125,2019,10000,1890,
17706,YAMAHA,MT,7,2017,80000,2590,
17707,SYM,JOYMAX300,300,2015,25000,2590,1500
17712,HONDA,VFR,800 FI,2012,30000,6490,
17713,YAMAHA,YS,125,2020,20000,2290,
17723,VESPA,GTS,125,2008,30000,2190,
17724,SUZUKI,INTRUDER,C 800 VOLUSIA,2004,50000,4590,3000
17728,HONDA,FORZA,125,2018,10000,3990,
17730,YAMAHA,X-ENTER,125,2019,30000,2190,
17735,HONDA,CBF,600 S,2008,50000,2990,
17738,KAWASAKI,Z,750,2007,40000,2990,
17741,YAMAHA,MT,7,2018,10000,4690,
17750,DUCATI,MONSTER,695,2006,50000,3290,
17756,YAMAHA,T-MAX,500,2008,50000,4990,
17757,KEEWAY,RKS,125,2021,10000,1890,
17764,SYM,JET,50,2018,20000,1690,
17765,YAMAHA,[*AJ*] FZ6,S S2,2004,80000,1490,
17771,YAMAHA,XVS,950 MIDNIGHT STAR,2009,30000,6090,
17781,Benelli,[*AJ*] 502c,502c,2020,20000,5290,
17790,KAWASAKI,VERSYS,650,2008,20000,4290,
17798,Malagutti,Dune,125,2020,10000,2790,
17804,SUZUKI,BANDIT,650,2003,80000,1990,
17805,KYMCO,SUPER DINK,125,2018,30000,2590,
17811,KYMCO,K-XCT,125,2015,47639,1890,1000
17812,YAMAHA,NMAX,125CC,2015,30000,2390,
17825,BENELLI,IMPERIALE,400,2021,10000,3490,
17827,BMW,R,1200 R,2010,30000,8090,
17835,YAMAHA,YBR,125,2017,10000,1890,
17851,PIAGGIO,LIBERTY,125,2012,20000,1290,
17872,KAWASAKI,VERSYS,650,2011,60000,3490,
17880,BMW,F,650 GS,2004,48081,1990,800
17888,BMW,R,1200 GS,2007,40000,7790,
17899,YAMAHA,[*AJ*] YP MAJESTY,400,2005,60000,1190,
17902,PIAGGIO,X EVO,125,2015,20000,1790,
17903,KAWASAKI,NINJA,250,2016,10000,2490,
17907,BMW,F,900 R,2021,10000,9290,
17908,BMW,C,650 GT,2013,20000,4890,
17910,YAMAHA,V-MAX,V-MAX,2009,30000,14990,
17918,SUZUKI,INTRUDER,250,2010,10000,1990,
17921,KTM,ADVENTURE,1190 R,2013,59000,9390,7800
17924,KAWASAKI,NINJA,300,2017,20000,3690,
17932,HONDA,[*AJ*] PCX,125,2018,10000,2590,
17936,MACBOR,MONTANA,XR1 125,2018,10000,2290,
17948,YAMAHA,T-MAX,500,2011,50000,4990,
17951,KYMCO,AGILITY,50,2022,10000,1990,
17954,HONDA,INTEGRA,INTEGRA,2014,80000,4390,
17967,KAWASAKI,Z,300,2020,10000,4990,
17968,HONDA,CBR,600 RR,2004,48000,3990,2800
17969,PIAGGIO,BEVERLY,125,2014,19100,2490,1400
17972,HUSQVARNA,SUPERMOTO,701,2020,10000,8390,
17975,KAWASAKI,Z,750,2012,10000,3990,
17977,HARLEY DAVIDSON,SOFTAIL,HERYTAGE SOFTAIL CLASSIC,2003,50000,10990,
17978,DUCATI,MONSTER,797,2017,10000,6490,
17982,DUCATI,MONSTER,620,2003,10000,3690,
17986,KAWASAKI,GTR,1400,2010,10000,9990,
18002,BMW,[*AJ*] R,1200 R,2018,10000,11990,
18010,HONDA,CBR,1000 RR,2009,40000,7190,
18023,HONDA,CBF,500,2005,80000,1490,650
18027,YAMAHA,X-MAX,125,2018,20000,3790,
18033,DUCATI,MONSTER,695,2007,40000,2990,
18043,KAWASAKI,VULCAN,S,2016,20000,5490,
18048,SUZUKI,V-STROM,650,2007,30000,2990,
18049,YAMAHA,TENERE,700,2020,20000,9490,
18061,BMW,G,650 GS,2009,60000,3490,1800
18068,HONDA,CRF,250 X,2019,10000,7590,
18071,SUZUKI,GSX,R 1000,2006,50000,5590,
18074,PIAGGIO,BEVERLY,300,2016,50000,2290,
18082,KAWASAKI,VERSYS,650,2008,60000,2490,
18085,KYMCO,[*AJ*] GRAND DINK,300 ABS,2020,10000,3190,
18088,SUZUKI,BURGMAN,200,2012,10000,1890,
18090,YAMAHA,[*AJ*] YZF,R1,2005,20000,5490,
18101,HONDA,CBR,1000 RR,2008,30000,5790,
18135,DERBI,SENDA,R X-RACE,2017,20000,1990,
18139,KAWASAKI,NINJA,650,2019,10000,5790,4300
18147,KAWASAKI,VULCAN,S,2018,20000,4990,
18149,SYM,JOYMAX,300,2017,30000,1990,
18153,HONDA,SH,125,2016,10000,2390,
18155,HONDA,FORZA,300,2013,40000,2590,
18158,YAMAHA,FZ6,N,2006,10000,2690,
18165,MACBOR,MONTANA,XR1 125,2021,10000,2690,
18169,Royal enfield,Interceptor,650,2019,10000,5290,
18170,TRIUMPH,STREET,TRIPLE,2010,50000,3990,
18178,APRILIA,SR MAX,300,2014,50000,1990,
18190,KEEWAY,RKS,125,2021,10000,1790,
18191,kawasaki,ninja,650,2017,10000,5190,
18206,HONDA,CBR,1000 RR FIREBLADE,2006,40000,5590,
18214,KAWASAKI,Z,300,2016,40000,2890,
18222,DUCATI,PANIGALE,V4,2018,30000,20900,
18241,HARLEY DAVIDSON,SPORTSTER,883 R,2008,50000,6090,
18264,KYMCO,GRAND DINK,300,2019,10000,2890,
18266,SUZUKI,INTRUDER,M 1800 R,2008,30000,8990,
18268,TRIUMPH,STREET,TRIPLE,2010,40000,3990,
18274,YAMAHA,X-MAX,125,2007,20000,1990,
18278,HONDA,CROSSTOURER,V4,2017,10000,4990,
18285,SYM,JOYMAX,125,2016,10000,2290,
18286,HONDA,REBEL,500,2017,10000,5390,
18296,HONDA,TRANSALP,XL 700 V,2008,40000,4490,
18303,KAWASAKI,Z,1000 SX,2014,40000,7490,
18317,KAWASAKI,VULCAN,800 CLASSIC,2001,20000,2990,
18347,DUCATI,MONSTER,696,2012,20000,4490,
18353,KAWASAKI,Z,750,2007,40000,2690,
18359,BMW,F,800 GT,2018,30000,7290,
18361,BMW,R,1200 GS,2017,60000,11490,
18368,Brixton,Brixton glanville,250,2019,10000,2690,
18370,SUZUKI,BURGMAN,125,2006,10000,1490,
18375,DAELIM,DAYSTAR,125 FI,2016,20000,1290,
18395,HONDA,CB,1000 R,2008,60000,4690,
18402,SUZUKI,V-STROM,1000,2009,80000,4390,
18415,APRILIA,SHIVER,900,2021,10000,6490,
18419,HARLEY DAVIDSON,SPORTSTER,883 LOW,2011,40000,6990,
18424,BMW,K,1200 GT,2007,50000,7290,
18431,KTM,DUKE,690,2017,10000,4990,
18432,VESPA,LX,50,2011,20000,1390,
18437,SUZUKI,GSR,600,2008,60000,2190,
18441,BMW,K,1200 LT,2008,80000,4790,
18454,KEEWAY,SUPERLIGHT,125,2012,10000,1390,
18459,TRIUMPH,STREET,MT09,2013,42000,4990,3850
18486,SYM,JOYMAX,125,2017,20000,1590,
18502,HONDA,CBR,600 F,2003,20000,2490,
18515,YAMAHA,FZ6,N,2006,10000,3390,
18527,HONDA,CBR,125 R,2007,20000,1190,
18536,KAWASAKI,Z,750,2009,40000,3990,
18546,HARLEY DAVIDSON,DYNA,SUPER GILDE CUSTOM,2008,30000,10890,
18555,BMW,F,800 GS,2014,60000,7490,
18572,KTM,DUKE,200,2012,50000,2000,
18574,BMW,F,800 S,2006,60000,2490,
18585,KAWASAKI,Z,750,2008,80000,2490,
18600,BMW,[*AJ*] R,1200 RT 110 CV,2006,50000,7890,
18619,YAMAHA,[*AJ*] FZ6,S S2,2008,30000,3390,
18639,HONDA,CB,600 F HORNET,2008,50000,3290,
18643,HONDA,X-ADV,750,2021,10000,9990,
18653,Wotam,Strom-T,125,2022,500,3690,2000
18678,HARLEY DAVIDSON,SPORTSTER,1200 R ROADSTER,2007,30000,7290,
18680,VESPA,PRIMAVERA,125,2021,10000,3590,
18682,KAWASAKI,Z,650,2017,20000,4890,
18688,SYM,JET,125,2019,10000,1990,
18697,YAMAHA,FZ6,S,2008,50000,3190,
18698,HONDA,CB,650R,2019,20000,6490,
18724,KTM,ADVENTURE,1290,2020,10000,12790,
18746,SYM,MAXSYM,400,2019,10000,4500,
18753,HONDA,[*AJ*] CROSSRUNNER,V4,2018,50000,6190,
18758,BMW,F,650 GS,2006,40000,3690,
18769,SYM,MIO,100,2007,20000,990,
18771,SUZUKI,GSR,600,2006,33320,2990,2100
18790,KAWASAKI,[*AJ*] Z,800e ABS,2014,30000,5290,
18796,KYMCO,SUPER DINK,300,2014,30000,2290,
18807,BMW,S,1000 R,2015,20000,10590,
18815,BMW,R,1200 R,2008,80000,5290,
18819,KYMCO,[*AJ*] GRAND DINK,300 ABS,2017,30000,2490,
18823,HONDA,CBR,600 F,2005,40000,2790,
18826,KAWASAKI,VERSYS,650,2016,50000,5590,4500
18828,KAWASAKI,Z,800,2013,40000,5390,
18841,HARLEY DAVIDSON,SPORTSTER,XR 1200,2011,30000,6490,
18856,MASH,SEVENTY FIVE,125,2015,10000,1590,
18882,MACBOR,MONTANA,XR1 125,2020,10000,2490,
18885,KEEWAY,RKF,125,2020,10000,2390,
18899,HONDA,CBF,600 S,2011,10000,3890,
18905,HONDA,SH,300,2013,30000,3190,2200
18906,SUZUKI,GSX,R 600,2004,30000,2990,
18929,BMW,F,850 GS,2018,10000,10990,
18962,BMW,K,1200 RS,2007,30000,4990,
18973,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2002,20000,5990,
18977,PIAGGIO,BEVERLY,350,2017,30000,3290,
18986,Daelim,XQ1,125,2021,10000,2990,
18989,YAMAHA,MT,9,2014,20000,5990,
19001,KAWASAKI,VULCAN,800 CLASSIC,2007,60000,4790,
19003,SUZUKI,V-STROM,650,2017,17515,6890,5000
19019,SYM,ALLO,125,2013,60000,1290,
19025,BMW,F,800 S,2006,50000,2990,
19027,YAMAHA,XVS,950 MIDNIGHT STAR,2013,12888,6990,5500
19059,KAWASAKI,VN,1700 CLASSIC,2009,40000,9290,
19065,BMW,F,650 CS SCARVER,2002,40000,1990,
19074,APRILIA,SR MAX,300,2012,40000,2190,
19085,YAMAHA,X-MAX,125,2004,20000,2790,
19097,YAMAHA,XT,660 R,2005,17695,4290,2500
19103,HONDA,CTX,700,2014,12300,6790,5400
19105,HONDA,CBR,600 RR,2003,20000,4190,
19116,DUCATI,MULTIESTRADA,1260,2021,10000,19990,17500
19117,MONDIAL,HPS,125,2017,20000,2190,
19130,KYMCO,AGILITY,125,2021,10000,1990,
19131,DUCATI,MONSTER,S2R 800,2007,10000,4490,
19135,MACBOR,SHIFTER,125,2019,10000,1990,
19139,RIEJU,MARATHON,PRO 125,2018,10000,2990,
19142,PEUGEOT,DJANGO,50,2017,23347,1490,400
19153,YAMAHA,FZ6,N,2006,50000,2790,
19158,YAMAHA,T-MAX,530,2019,20000,8990,
19161,YAMAHA,TRACER,700,2016,80000,4690,
19179,BMW,F,850 GS,2013,50000,7490,
19181,KAWASAKI,KX,450 F,2019,10000,4990,
19187,APRILIA,SRV,850,2018,20000,5590,3300
19194,SUZUKI,GSR,600,2006,50000,2290,
19198,PIAGGIO,MEDLEY,125,2020,10000,2690,
19200,VESPA,LX,50,2007,18633,1190,500
19202,HUSQVARNA,TE,310,2017,10000,5590,
19212,RIEJU,TANGO,250 ENDURO,2016,10000,1890,
19228,YAMAHA,X-MAX,400,2013,40000,3390,
19234,KAWASAKI,Z,900,2021,20000,7990,
19235,KYMCO,AGILITY,125,2013,30000,1190,
19244,HONDA,FORZA,125,2019,20000,3990,
19250,KYMCO,LIKE,125,2012,20000,1290,
19265,SUZUKI,SV,650,2021,10000,5590,
19266,YAMAHA,T-MAX,500,2009,50000,4990,
19282,BMW,F,650 GS,2009,40000,4790,
19286,HONDA,NC,750X,2016,30000,5690,
19310,HONDA,CBR,600 RR,2005,40000,3990,
19320,BMW,R,1200 GS,2008,40000,8290,
19321,APRILIA,RSV,1000 R,2005,20000,3990,
19328,YAMAHA,XVS,1100 DRAG STAR,2009,60000,4990,
19386,HONDA,VFR,800 FI,2010,40000,5690,
19394,KTM,DUKE,125,2012,50000,1990,
19404,BMW,R,1200 GS,2013,50000,11590,
19418,YAMAHA,[*AJ*] TRACER,900,2018,40000,8490,
19423,HARLEY DAVIDSON,SPORTSTER,883 LOW,2006,20000,6290,
19429,YAMAHA,T-MAX,530,2013,20000,7190,
19440,HONDA,SH,300,2017,10000,4590,
19472,BENELLI,TRK,251,2019,20000,2790,
19474,SUZUKI,BANDIT,650 S,2004,40000,2190,
19485,YAMAHA,YZF,R 125,2008,30000,2390,
19486,TRIUMPH,TIGER,800,2018,20000,9390,
19497,YAMAHA,XJ6,600 DIVERSION N,2011,50000,3490,
19514,HONDA,CB,500 X,2018,20000,4890,
19518,HONDA,NC,750X,2021,10000,7590,
19530,KAWASAKI,VN,900 CLASSIC,2011,37000,5790,4000
19537,KEEWAY,RKR,125,2019,10000,1790,
19545,DERBI,TERRA,125,2009,20000,1690,
19556,KYMCO,MILLER,125,2020,10000,1890,
19558,KAWASAKI,Z,1000 SX,2017,40000,9290,7500
19566,HONDA,SH,125,2007,20000,1490,
19569,BMW,F,750 GS,2019,20000,9790,
19579,VESPA,GTS,125,2008,50000,1990,
19614,KYMCO,VENOX,250 I,2010,20000,1090,
19627,SUZUKI,BURGMAN,125,2005,30000,1390,
19645,KYMCO,[*AJ*] SUPER DINK,125 I,2010,30000,1790,
19652,HONDA,[*AJ*] CB,1000 R,2008,60000,4990,
19661,YAMAHA,FZ6,S,2006,26000,2890,1500
19663,BMW,F,650 GS,2005,40000,3690,
19669,HARLEY DAVIDSON,SPORTSTER,883 IRON,2009,50000,6990,
19675,BMW,F,800 R,2018,20000,6190,
19680,PIAGGIO,LIBERTY,50,2011,10000,1390,
19699,HONDA,CBR,600 RR,2007,60000,3790,
19716,SUZUKI,GSX,R 600,2006,30000,4390,
19734,BMW,R,1200 GS ADVENTURE,2006,80000,5990,
19756,KEEWAY,RKV,125,2018,10000,1290,
19766,HONDA,SH,125,2015,80000,2390,
19768,KAWASAKI,Z,900,2021,10000,8390,7400
19774,RIEJU,MARATHON,PRO 125,2021,10000,3990,
19788,HONDA,PCX,125,2019,10000,2590,
19816,HONDA,FORZA,300,2014,40000,2690,
19836,HONDA,AFRICA TWIN,CRF 1000L,2019,10000,11290,
19841,KAWASAKI,VULCAN,S,2020,10000,6290,
19864,KAWASAKI,J,300,2014,30000,2490,
19868,DUCATI,MULTIESTRADA,1200,2010,30000,9990,
19893,PEUGEOT,KISBEE,50,2019,20000,1690,
19921,TRIUMPH,STREET,TWIN,2019,30000,7690,
19927,HONDA,VT,750 SHADOW,2004,20000,4190,
19930,HONDA,CBR,1000 RR FIREBLADE,1997,50000,4790,
19944,KTM,DUKE,690,2010,30000,2990,
19945,SYM,SYMPHONY,50,2022,10000,1790,
19947,PIAGGIO,LIBERTY,125,2019,10000,1890,
19953,BMW,R,1250 GS ADVENTURE,2019,30000,18990,
19956,HARLEY DAVIDSON,SPORTSTER,883 IRON,2014,50000,7990,
19960,BMW,S,1000 R,2014,50000,8990,
19962,YAMAHA,TRACER,900,2015,30000,7990,
19966,SUZUKI,GSX,650 F,2011,30000,3790,
19968,HARLEY DAVIDSON,SPORTSTER,883 R,2010,40000,6490,
19989,KYMCO,SUPER DINK,125,2010,40000,1490,
19992,BMW,R,1200 GS,2014,40000,11990,
19993,SYM,JOYMAX,300,2015,50000,2190,
19996,TRIUMPH,SPRINT,ST,2007,80000,3790,
20000,KYMCO,SUPER DINK,125,2017,10000,2390,
20019,BMW,R,1200 GS RALLYE,2017,60000,12190,
20028,SUZUKI,MARAUDER,250,2005,10000,1490,
20035,BMW,F,800 R,2009,40000,3990,
20046,BENELLI,TNT,125,2018,10000,1790,
20054,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2001,20000,5690,
20062,HONDA,CBF,600 N,2006,30000,2990,
20079,PIAGGIO,BEVERLY,500,2010,50000,2190,
20083,KEEWAY,RKV,125,2018,20000,1090,500
20091,BMW,R,1200 GS,2004,60000,5990,
20099,HONDA,S-WING,125,2008,30000,1590,
20104,Bmw,Gs800,Gs800,2017,30000,8790,
20147,TRIUMPH,STREET,TRIPLE,2018,10000,7090,5400
20167,PIAGGIO,BEVERLY,350,2016,40000,2990,
20168,HONDA,CBR,500R,2017,20000,4690,
20169,SUZUKI,INTRUDER,M 1800 R,2006,10000,8490,
20174,YAMAHA,X-MAX,400,2019,10000,5390,
20203,SYM,JOYMAX,300,2018,20000,2590,
20205,KEEWAY,TX,125,2017,10000,1190,
20209,PIAGGIO,MEDLEY,125,2020,10000,2590,
20213,HONDA,CBR,125 R,2013,30000,1990,
20214,KAWASAKI,GTR,1400,2010,80000,6490,
20228,HONDA,PCX,125,2014,20000,1990,
20233,SYM,HD2,125,2014,10000,1590,
20239,SHERCO,2,5,F,2020,60000,5990
20258,HONDA,CBF,500,2007,40000,2390,
20264,KAWASAKI,KLE,500,2007,20000,3190,
20265,KYMCO,AK,550,2017,10000,6390,
20266,SUZUKI,BANDIT,650,2007,51952,2590,1350
20267,KEEWAY,SUPERLIGHT,125,2021,10000,1990,
20278,HONDA,[*AJ*] CBR,600 RR,2004,60000,2990,
20287,HONDA,CB,650F,2015,10000,5990,
20288,KEEWAY,K LIGHT,125,2020,10000,2190,
20299,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2008,24550,6490,4500
20300,YAMAHA,TRACER,700,2018,10000,6290,
20311,BENELLI,BN,302,2015,20000,2390,
20317,YAMAHA,XVS,1100 DRAG STAR,2008,8000,5290,3000
20318,Royal Enfield,Himalayan,Himalayan,2020,10000,3990,
20319,KEEWAY,RKV,125,2018,40000,990,
20322,BENELLI,BN,251,2016,15500,2490,1400
20342,YAMAHA,FZ6,S,2007,80000,2290,
20343,HONDA,CBR,125 R,2010,30000,2190,
20357,DUCATI,MULTIESTRADA,1260,2019,20000,16590,
20363,HONDA,VARADERO,XL 1000,2002,47000,4290,2400
20370,HONDA,DEAUVILLE,NT 700,2006,50000,3290,
20385,Swm,Ace of spades,125,2020,20000,1990,
20402,BMW,S,1000 RR,2015,30000,14590,
20417,KYMCO,LIKE,50,2015,20000,990,
20431,HONDA,CB,500 F,2019,10000,4990,
20432,MASH,CAFÃ‰ RACER,125,2017,10000,1990,
20444,MASH,SEVENTY FIVE,125,2018,10000,1590,
20456,KAWASAKI,Z,650,2018,14567,5190,4200
20485,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2002,30000,5990,
20494,HONDA,CB,1000 R,2008,30000,5890,
20551,KYMCO,XCITING,400 ABS,2020,10000,4890,3700
20587,YAMAHA,XSR,700,2016,30000,5990,
20590,SUZUKI,GSX,R 600,2009,66000,5190,3800
20591,HONDA,VARADERO,XL 1000V,2003,80000,3790,
20601,YAMAHA,MT,9,2014,50000,5590,
20602,HONDA,[*AJ*] CBF,600 N,2004,40000,2590,
20603,HONDA,CBF,600 N,2008,30000,3390,
20614,HONDA,REBEL,500,2019,10000,5290,
20615,BMW,F,650 GS,2002,60000,2390,
20622,KAWASAKI,NINJA,125,2020,10000,3890,
20628,YAMAHA,MT,9,2021,20000,10990,
20631,KEEWAY,SUPERLIGHT,125,2018,10000,1790,800
20635,APRILIA,[*AJ*] SX,125,2020,20000,2690,
20642,SUZUKI,GSF,S ABS,2010,50000,2990,
20649,HONDA,SH,300,2011,20000,2990,
20656,HARLEY DAVIDSON,TOURING,ROAD KING CLASSIC,2006,60000,10990,
20667,SUZUKI,MARAUDER,250,2000,10000,1290,
20668,KYMCO,FILLY,125,2020,10000,1890,
20671,YAMAHA,XVS,250 VIRAGO,2009,30000,1990,
20673,DERBI,ATLANTIS,50 4T,2010,10000,990,
20686,SUZUKI,BANDIT,650 S,2007,60000,1990,
20692,TRIUMPH,TIGER,800,2016,20000,9190,7600
20706,VESPA,PX,125,2013,10000,2690,
20707,SYM,FIDLE II,125,2020,500,2490,1500
20710,YAMAHA,X-MAX,300,2017,6871,4390,3150
20712,HARLEY DAVIDSON,[*AJ*] VRSC,V ROD,2001,20000,9190,
20721,BMW,R,1200 GS,2004,80000,5290,
20741,SUZUKI,GSR,600,2007,50000,2290,
20742,DUCATI,MONSTER,696,2008,20000,4490,3600
20750,BMW,C,650 SPORT,2020,10000,8990,
20767,APRILIA,SHIVER,900,2019,20000,5990,
20768,HONDA,PCX,125,2020,10000,2790,
20788,HARLEY DAVIDSON,SPORTSTER,883 R,2007,40000,6290,
20800,KAWASAKI,VULCAN,800 CLASSIC,1998,20000,3990,
20802,HARLEY DAVIDSON,SPORTSTER,1200 R,2005,40000,5290,
20804,HARLEY DAVIDSON,SPORTSTER,XL 1200,2017,20000,10490,
20805,KYMCO,X CITING,400 S,2021,20000,4190,
20815,HONDA,VARADERO,XL 1000V,2007,40000,5990,
20816,BMW,R,NINET,2016,20000,10290,
20825,KAWASAKI,Z,900,2021,10000,8390,
20827,SYM,JET,125,2021,10000,2290,
20840,PIAGGIO,LIBERTY,125,2015,10000,1490,
20855,KAWASAKI,NINJA,650,2020,20000,6190,
20859,KAWASAKI,Z,750,2007,60000,2390,
20863,Voge,300 ac,2020,2019,10000,2990,
20864,SUZUKI,HAYABUSA,HAYABUSA,1999,60000,1000,
20866,DUCATI,SCRAMBLER,ICON,2017,20000,5490,
20874,HARLEY DAVIDSON,SPORTSTER,1200 LOW,2007,10000,5990,
20880,KAWASAKI,Z,750,2005,50000,2690,
20883,SUZUKI,GSX,650 F,2008,37470,3290,2100
20887,KAWASAKI,J,125,2017,20000,2490,
20894,BMW,R,1200 GS,2018,30000,14590,
20897,APRILIA,SRV,850,2012,40989,5490,4000
20900,TRIUMPH,STREET,TRIPLE,2008,30000,3790,
20904,HARLEY DAVIDSON,SPORTSTER,1200 IRON,2019,10000,10890,
20910,BMW,K,1200 S,2008,80000,3990,
20913,Kawasaki,VN900,Clásica,2007,30000,4590,
20918,YAMAHA,X-MAX,125,2007,30000,1290,
20926,PEUGEOT,CITYSTAR,125,2015,20000,1590,
20929,YAMAHA,FZ6,S,2007,20000,3190,
20932,BMW,R,1200 RT 110 CV,2008,32000,9890,7500
20934,VESPA,GTS,125,2015,10000,3290,
20944,YAMAHA,X-MAX,400,2019,20000,4790,
20947,HONDA,CB,600 F HORNET,2001,60000,1690,
20952,HONDA,FORZA,125,2020,10000,4390,
20954,KTM,SUPER DUKE,1290,2017,20000,11990,
20958,HONDA,CBF,1000,2007,40000,3990,
20960,HONDA,CBF,600 N,2009,40000,3490,
20970,HONDA,VT,750 SHADOW,2012,20000,4990,
20973,BMW,F,850 GS,2010,60000,6190,
20977,TRIUMPH,BONNEVILLE,SE,2012,50000,5990,
20978,SYM,JOYMAX,125,2018,10000,2790,
21001,DUCATI,MULTIESTRADA,1000DS,2004,40000,3490,
21002,KAWASAKI,Z,750,2008,60000,2690,
21004,KAWASAKI,NINJA,ZX 6R,2006,20000,4290,3000
21010,YAMAHA,NMAX,125CC,2020,10000,2790,
21015,HUSQVARNA,SMS,125,2013,5100,2890,1000
21027,SUZUKI,GS,500,2004,50000,1490,
21030,KAWASAKI,Z,800,2016,20000,5690,
21031,VESPA,PRIMAVERA,125,2016,10000,2690,
21036,KAWASAKI,Z,750,2006,80000,1990,
21038,BMW,C,650 GT,2017,10000,6890,
21039,YAMAHA,TRACER,900,2020,10000,11590,
21055,PEUGEOT,SATELIS,125,2018,20000,2490,
21058,YAMAHA,X-CITY,125,2008,40000,1490,
21064,Yhamaja,Drag start,650,2003,20000,3690,
21067,HONDA,[*AJ*] NT,700 V DEAUVILLE CON ABS,2014,20000,5990,
21072,BENELLI,TRK,502,2018,10000,4990,4000
21083,HONDA,CB,500 X,2018,20000,4990,
21084,HARLEY DAVIDSON,SOFTAIL,FAT BOY,2004,10000,14990,
21098,YAMAHA,T-MAX,500,2009,50000,5190,
21113,YAMAHA,MAJESTY,125,2002,50000,1190,
21115,BENELLI,TRK,502,2019,11000,4790,
21123,YAMAHA,TRACER,900,2015,60000,7690,
21129,KEEWAY,RKS,125,2017,10000,1490,
21137,BMW,R,NINET,2014,10000,10290,
21140,KAWASAKI,VERSYS,650,2019,10000,6890,
21147,YAMAHA,FZ6,N,2007,60000,2490,
21149,MACBOR,SHIFTER,125,2017,10000,1690,
21154,VESPA,LX,50,2007,10000,1490,
21156,HONDA,NC,750X,2015,40000,4990,
21161,YAMAHA,FZ6,S,2004,80000,1490,
21162,HONDA,CB,600 F HORNET,2007,60000,2590,
21175,BMW,R,1250 GS,2019,20000,17990,
21176,SUZUKI,GSR,600,2006,60000,2490,
21189,HONDA,CBR,125 R,2006,10000,2190,
21191,YAMAHA,FZ6,S,2008,80000,1990,
21197,SUZUKI,GSR,600,2006,50000,2790,
21216,BMW,G,650 GS,2015,30000,5290,
21224,HUSQVARNA,TE,310,2021,10000,8290,
21237,TRIUMPH,SPEED,TWIN,2020,10000,10490,
21239,HONDA,DEAUVILLE,NT 600,2007,50000,3790,
21241,KEEWAY,RKF,125,2022,10000,2590,
21244,HONDA,CBR,600 RR,2006,30000,4490,
21252,HONDA,MSX,125,2016,10000,2790,
21263,KYMCO,SUPER DINK,300,2016,30000,2290,
21269,TRIUMPH,TIGER,1200,2018,30000,14590,
21276,Derbi,Variant sport,50,2018,30000,1190,
21281,KYMCO,[*AJ*] X CITING,400 ABS,2016,40000,3390,
21286,HONDA,CROSSTOURER,V4,2015,60000,8990,
21296,KAWASAKI,Z,900,2017,26000,6590,5400
21302,Honda,Varadero,Xl125,2005,10000,2490,
21303,YAMAHA,XJ6,600 DIVERSION N,2013,20000,3990,
21307,PIAGGIO,MP3,125,2007,20000,1990,
21309,KTM,DUKE,125,2016,20000,2690,
21312,SUZUKI,GSX,R 750,2007,20000,4790,
21321,DUCATI,MONSTER,797,2018,10000,6990,
21324,HONDA,CBR,500R,2019,30000,5490,
21329,PIAGGIO,LIBERTY,125,2021,10000,2190,
21344,HONDA,NC,750S,2013,50000,3590,
21345,YAMAHA,T-MAX,500,2001,76715,1990,500
21348,SUZUKI,BURGMAN,125,2019,10000,2990,
21367,BMW,F,800 R,2012,90000,2990,
21392,HONDA,VARADERO,XL 1000V,2007,60000,4490,3000
21394,YAMAHA,MT,7,2020,20000,5490,
21401,KEEWAY,SUPERLIGHT,125,2017,20000,1590,
21412,TRIUMPH,STREET,TRIPLE,2008,50000,3790,
21420,PEUGEOT,NEW VIACITY,50,2014,20000,1190,
21442,YAMAHA,MT,7,2019,20000,5390,
21458,SYM,SYMPHONY,125,2015,30000,1390,
21460,SUZUKI,MARAUDER,250,2000,50000,1190,
21462,HONDA,CB,650F,2018,10000,6390,
21470,KAWASAKI,Z,750,2008,30000,3590,
21473,BMW,R,850 R,2004,40000,4590,
21491,DUCATI,DIAVEL,DIAVEL,2019,10000,19590,
21497,APRILIA,SHIVER,750,2013,20000,4490,
21499,HARLEY DAVIDSON,DYNA,SUPER GILDE,2007,40000,10590,
21504,KTM,DUKE,125,2012,30000,2590,
21515,BMW,K,1200 R,2009,50000,8990,
21519,BMW,G,310 GS,2019,20000,4290,
21524,YAMAHA,MT,7,2019,10000,5790,
21525,BMW,C,400 GT,2020,1000,6990,
21527,BMW,R,1200 GS,2005,80000,4990,
21529,YAMAHA,V-MAX,V-MAX,1991,20000,7990,
21530,Yamaha,Xmax techmax,300,2021,1750,5490,4800
21537,SYM,JET,125,2018,10000,1790,
21540,DUCATI,MONSTER,696,2011,50000,3990,
21546,HONDA,CBR,125 R,2015,20000,2990,
21548,YAMAHA,MT,10,2018,6000,11990,
21549,KYMCO,SUPER DINK,125,2018,10000,2990,
21553,HUSQVARNA,SVARTPILEN,401,2020,10000,4790,
21560,MASH,SEVENTY FIVE,125,2015,20000,1690,
21562,VESPA,GTS,125,2007,40000,1990,
21564,PIAGGIO,LIBERTY,125,2019,6000,1890,
