id,Brand,Model,Year,Odometer,Sell_Price,Purchase_Price,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
30725,suzuki,v-strom 650,2006,80000,2990,1900.0,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
35304,suzuki,v-strom 650,2006,47000,3590,2200.0,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
35663,suzuki,v-strom 650,2006,77336,2990,1800.0,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
36557,suzuki,v-strom 650,2006,80000,2990,,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
38423,suzuki,v-strom 650,2006,50000,3390,,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
46176,suzuki,v-strom 650,2006,40000,3790,,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
49285,suzuki,v-strom 650,2006,60000,3190,,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
51097,suzuki,v-strom 650,2006,40000,3990,,Sport,3.7,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,190.0,1540.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Red, Silver"
7225,bmw,c 400 x,2020,10000,5890,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
7430,bmw,c 400 x,2020,10000,6090,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
31367,bmw,c 400 x,2020,10000,5790,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
34917,bmw,c 400 x,2020,10000,5890,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
39584,bmw,c 400 x,2020,10000,6490,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
41142,bmw,c 400 x,2020,10000,5890,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
41400,bmw,c 400 x,2020,10000,5990,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
48738,bmw,c 400 x,2020,10000,5990,,Scooter,,350.0,34.0,35.0,Single cylinder, four-stroke,Automatic,80.0,69.5,12.8,Injection,Overhead Cams (OHC),Liquid,Chain,193.0,1565.0,775.0,Single disc. 4-piston calipers. ABS.,Single disc. 1-piston calipers. ABS.,120/70-ZR15 ,150/70-ZR14 ,"Telescopic front fork, Ø 35 mm    ","Double aluminum swingarm, double springs struts, adjustable preload","Alpine White, Zenith Blue Metallic, Black Storm Metallic"
7231,kawasaki,versys 1000,2015,20000,10590,,Allround,3.7,1043.0,120.0,102.0,In-line four, four-stroke,6-speed,77.0,56.0,21.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1520.0,845.0,Double disc. Petal discs. Dual opposed 4-piston caliper,Single disc. Petal disc. Single-piston caliper.,120/70-ZR17 ,180/55-ZR17 ,43 mm inverted fork with stepless,"Horizontal Back-link, gas-charged,","Orange/black, black, grey/black"
35575,kawasaki,versys 1000,2015,50000,8590,,Allround,3.7,1043.0,120.0,102.0,In-line four, four-stroke,6-speed,77.0,56.0,21.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1520.0,845.0,Double disc. Petal discs. Dual opposed 4-piston caliper,Single disc. Petal disc. Single-piston caliper.,120/70-ZR17 ,180/55-ZR17 ,43 mm inverted fork with stepless,"Horizontal Back-link, gas-charged,","Orange/black, black, grey/black"
7249,bmw,c 650 sport,2018,40000,6490,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
16903,bmw,c 650 sport,2018,10000,7490,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
21945,bmw,c 650 sport,2018,20000,7290,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
22884,bmw,c 650 sport,2018,40000,6090,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
23867,bmw,c 650 sport,2018,10000,7590,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
35520,bmw,c 650 sport,2018,20000,7490,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
47302,bmw,c 650 sport,2018,10000,7990,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
47449,bmw,c 650 sport,2018,30000,6490,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
48529,bmw,c 650 sport,2018,10000,7190,,Scooter,3.3,647.0,60.0,63.0,Twin, four-stroke,Automatic,79.0,66.0,15.9,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,236.8,1591.0,800.0,Single disc. Floating discs. Two-piston calipers. ABS.,Single disc. Floating disc. Two-piston calipers. ABS.,120/70-ZR15 ,160/60-ZR15 ,"Upside-down fork,  40 mm",Single-sided swing arm,"Austin Yellow Metallic, Black Storm Metallic, Light White"
7274,kymco,agility 125,2019,10000,1790,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
7423,kymco,agility 125,2019,20000,1590,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
10508,kymco,agility 125,2019,10000,1690,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
17704,kymco,agility 125,2019,10000,1890,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
21801,kymco,agility 125,2019,10000,1790,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
27812,kymco,agility 125,2019,20000,1490,950.0,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
31097,kymco,agility 125,2019,3100,1890,1000.0,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
31307,kymco,agility 125,2019,30000,1590,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
33922,kymco,agility 125,2019,10000,1890,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
52746,kymco,agility 125,2019,10000,1790,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
55061,kymco,agility 125,2019,10000,1990,,Scooter,,125.0,9.3,9.1,Single cylinder, four-stroke,Automatic,52.4,57.8,4.92,Carburettor,Single Overhead Cams (SOHC),Air,Belt,107.0,1334.0,787.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Dual shocks,Matte Black/Yellow
7323,bmw,f 650 gs,2005,50000,2390,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
10485,bmw,f 650 gs,2005,20000,1890,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
13542,bmw,f 650 gs,2005,80000,2290,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
19663,bmw,f 650 gs,2005,40000,3690,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
26371,bmw,f 650 gs,2005,40000,2490,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
32909,bmw,f 650 gs,2005,50000,3490,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
35215,bmw,f 650 gs,2005,40000,3690,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
40798,bmw,f 650 gs,2005,30000,3990,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
42657,bmw,f 650 gs,2005,30000,3990,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
46409,bmw,f 650 gs,2005,60000,2490,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
50946,bmw,f 650 gs,2005,30000,3490,,Enduro / offroad,3.6,652.0,49.6,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,17.3,"Injection.  Electronic intake pipe injection / BMW engine management, dual ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.4,1479.0,780.0,Double disc,Single disc,100/90-S19 ,130/80-S17 ,"Telescopic fork, stanchion diameter 41 mm, fork stabiliser","Box-section steel section dual swing arm, central spring strut action via lever system, spring pre-load hydraulically adjustable to continuously variable levels by means of  handwheel, rebound damping adjustable",
7326,yamaha,tracer 900,2018,50000,9490,,Super motard,3.5,847.0,115.0,87.5,In-line three, four-stroke,6-speed,78.0,59.1,18.17,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1440.0,,Double disc. Hydraulic. ABS.,Single disc. Hydraulic. ABS.,120/70-ZR17 ,180/55-ZR17 ,"41mm inverted fork, adjustable preload and rebound damping","Single shock, adjustable preload and rebound damping",Armor Gray
29318,yamaha,tracer 900,2018,60000,7690,,Super motard,3.5,847.0,115.0,87.5,In-line three, four-stroke,6-speed,78.0,59.1,18.17,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1440.0,,Double disc. Hydraulic. ABS.,Single disc. Hydraulic. ABS.,120/70-ZR17 ,180/55-ZR17 ,"41mm inverted fork, adjustable preload and rebound damping","Single shock, adjustable preload and rebound damping",Armor Gray
29891,yamaha,tracer 900,2018,30000,9990,,Super motard,3.5,847.0,115.0,87.5,In-line three, four-stroke,6-speed,78.0,59.1,18.17,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1440.0,,Double disc. Hydraulic. ABS.,Single disc. Hydraulic. ABS.,120/70-ZR17 ,180/55-ZR17 ,"41mm inverted fork, adjustable preload and rebound damping","Single shock, adjustable preload and rebound damping",Armor Gray
43316,yamaha,tracer 900,2018,30000,8490,,Super motard,3.5,847.0,115.0,87.5,In-line three, four-stroke,6-speed,78.0,59.1,18.17,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1440.0,,Double disc. Hydraulic. ABS.,Single disc. Hydraulic. ABS.,120/70-ZR17 ,180/55-ZR17 ,"41mm inverted fork, adjustable preload and rebound damping","Single shock, adjustable preload and rebound damping",Armor Gray
46230,yamaha,tracer 900,2018,20000,10990,,Super motard,3.5,847.0,115.0,87.5,In-line three, four-stroke,6-speed,78.0,59.1,18.17,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1440.0,,Double disc. Hydraulic. ABS.,Single disc. Hydraulic. ABS.,120/70-ZR17 ,180/55-ZR17 ,"41mm inverted fork, adjustable preload and rebound damping","Single shock, adjustable preload and rebound damping",Armor Gray
49629,yamaha,tracer 900,2018,30000,8690,,Super motard,3.5,847.0,115.0,87.5,In-line three, four-stroke,6-speed,78.0,59.1,18.17,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1440.0,,Double disc. Hydraulic. ABS.,Single disc. Hydraulic. ABS.,120/70-ZR17 ,180/55-ZR17 ,"41mm inverted fork, adjustable preload and rebound damping","Single shock, adjustable preload and rebound damping",Armor Gray
7360,suzuki,v-strom 650,2007,80000,3190,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
8113,suzuki,v-strom 650,2007,50000,3990,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
9350,suzuki,v-strom 650,2007,30000,4290,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
9714,suzuki,v-strom 650,2007,30000,3790,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
11795,suzuki,v-strom 650,2007,50000,3790,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
12752,suzuki,v-strom 650,2007,80000,2990,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
14261,suzuki,v-strom 650,2007,60000,3290,,Naked bike,4.0,645.0,,,V2, four-stroke,6-speed,81.0,62.6,22.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,194.0,1555.0,820.0,Double disc,Single disc,110/80-R19 ,150/70-R17 ,"Telescopic, oil damped, adjustable preload","Link-type, adjustable spring preload and rebound damping","Blue, Gray"
